"Convolvulus_arvensis_E2__P_1"	"Convolvulus_arvensis_E2__P_2"	"Convolvulus_arvensis_E2__P_3"	"Convolvulus_arvensis_E2__P_4"	"Convolvulus_arvensis_E2__P_5"	"Convolvulus_arvensis_E2__P_6"	"Convolvulus_arvensis_E2__P_7"	"Convolvulus_arvensis_E2__P_8"	"Convolvulus_arvensis_E2__P_9"	"Helminthia_echioides_E2__P_1"	"Helminthia_echioides_E2__P_2"	"Helminthia_echioides_E2__P_3"	"Helminthia_echioides_E2__P_4"	"Helminthia_echioides_E2__P_5"	"Centaurea_nigra_E2__P_1"	"Centaurea_nigra_E2__P_2"	"Centaurea_nigra_E2__P_3"	"Centaurea_nigra_E2__P_4"	"Rubus_caesius_E2__P_1"	"Rubus_caesius_E2__P_2"	"Rubus_caesius_E2__P_3"	"Scabiosa_columbaria_E2__P_1"	"Scabiosa_columbaria_E2__P_2"	"Scabiosa_columbaria_E2__P_3"	"Scabiosa_columbaria_E2__P_4"	"Oenothera_rosea_E2__P_1"	"Oenothera_rosea_E2__P_2"	"Oenothera_rosea_E2__P_3"	"Colchicum_autumnale_E2__P_1"	"Colchicum_autumnale_E2__P_2"	"Colchicum_autumnale_E2__P_3"	"Colchicum_autumnale_E2__P_4"	"Convolvulus_sepium_E2__P_1"	"Convolvulus_sepium_E2__P_2"	"Reynoutria_japonica_E2__P_1"	"Reynoutria_japonica_E2__P_2"	"Reynoutria_japonica_E2__P_3"	"Reynoutria_japonica_E2__P_4"	"Reynoutria_japonica_E2__P_5"	"Reynoutria_japonica_E2__P_6"	"Reynoutria_japonica_E2__P_7"	"Reynoutria_japonica_E2__P_8"
-11.93	-15.53	-21.69	-4.38	-18.64	-16.09	-15.7	-9.73	13.65	-14.77	-21.78	13.54	5.93	7.97	-15.12	-22.14	-13.81	-9.62	-4.73	-6.05	-19.89	-8.52	-23.61	-8.58	-22.39	12.28	2	-12.29	0.09	6.67	12.05	-1.65	34.67	14.03	-7.75	-12.8	-11.22	1.84	-8.76	-14.17	-3.54	2.1
9.82	11.49	7.87	14.23	5.74	0.07	15.78	11.79	29.38	4.54	6.61	26.74	34.01	29.42	9.46	2.34	19.86	13.31	13.62	21.28	6.09	12.9	9.47	11.98	1.41	35.41	26.36	13.71	26.39	19.58	20.32	20.46	39.87	28.75	19.75	18.19	17.96	25.03	15.08	12.58	7.42	13.84
20.53	6.81	7.8	17.81	10.11	-11.14	10.38	9.48	23.29	12.5	-4.19	32.39	39.95	22.86	5.12	1.2	12.44	20.82	3.44	20.5	-1.55	20.33	6.96	16.43	5.16	31.76	18.3	14.59	31.48	31.49	19.14	28.04	48.76	32.13	6.26	17.23	13.88	23.79	15.28	12.74	11.97	11.78
26.27	30.04	11.59	26.06	24.47	18.12	34.43	29.05	40.08	20.34	20.61	52.32	55.63	44.77	23.68	21.24	22.56	28.89	27.48	26.58	20.3	26.17	23.17	28.13	15.92	47.54	41.74	17.25	42.47	40.12	36.55	43.1	51.15	49.46	31.54	21.59	39.64	36.51	34.26	19.76	32.9	23.62
11.99	-3.8	-5.19	12.78	-10.53	-13.19	15.34	4.72	22.06	3.36	9.78	44	27.58	24.37	-7.8	-2.79	3.76	8.07	13.16	30.71	-2.28	-1.57	-3.38	16.65	-0.39	31.34	15.4	-4.16	27.68	24.96	23.8	28.76	63.56	26.34	8.46	10.63	11.36	14.83	19.51	-0.16	8.04	10.18
9.71	8.04	4.89	16.48	0.74	7.95	15.65	21.36	28.69	9.21	4.45	34.14	34.83	24.84	-0.94	5.43	10.57	23.14	13.94	23.73	7.23	7.14	7.21	10.97	3.07	25.88	22.94	4.86	28.01	21.74	27.24	30.23	48.07	33.29	16.8	5.96	15.96	17.92	13.54	12.96	14.73	9.87
29.32	26.38	13.75	32.23	20.71	23.08	27.2	25.92	44.63	26.76	30.25	49.6	52.96	41.29	22.85	18.76	34.28	32.97	31.63	42.12	30.02	33.41	22.69	37.01	17.98	47.94	32.41	32.71	45.73	44.13	36.4	37.54	62.49	40.18	30.86	31.6	35	37.96	33.36	23.5	28.05	31.88
19.25	31.76	7.39	20.93	26.86	18.65	25.02	25.58	45.34	15.25	25.75	44.51	50.13	47.61	9.31	20.32	24.56	21.17	27.81	28.39	22.56	20.85	16.29	29.76	5.22	40.52	30.21	27.52	40.23	39.63	24.54	39.84	72.9	42.82	15.04	29.29	27.28	29.83	34.71	13.38	34.15	29
21.51	24.58	13.99	20.29	18.81	14.17	25.15	23.87	36.15	15.73	20.84	46.05	33.47	35.42	21.05	17.56	25.12	24.3	31.13	28.88	16.89	18.08	23.09	26.06	16.19	42.03	34.4	29.89	30.66	41.07	39.28	31.02	54.76	37	22.36	26.43	23.3	31.07	30.33	24.35	27.35	24.84
27.02	19.46	12.21	20.45	15.37	22.32	18.81	22.16	38.16	16.83	18.09	36.75	40.91	33.72	18.6	22.29	24.94	15.12	25.54	19.57	20.84	17.68	18.55	24.91	9.23	40.6	32.72	21.66	35.47	35.18	29.18	29.89	53.02	35.52	25.93	24.34	23.69	25.98	26.75	14.66	26.04	25.09
37.13	33.83	31.05	37.43	37.08	29.95	52.24	37.77	60.95	34.02	33.37	61.92	53.4	56.54	33.2	33.87	33.64	40.18	40.83	44.19	38.19	36.37	40.81	45.4	30.59	55.11	45.77	36.39	63.95	57.44	52.59	46.47	73.94	62.61	36.98	45.1	42.96	54.12	45.9	38.01	38.67	40.32
14.64	8.3	1.15	15.54	1.53	3.82	11.49	10.8	34.21	-0.07	4.79	35.87	23.62	21.94	-2.2	7.42	7.9	11.1	9.78	16.85	7.73	5.86	-2.84	9.25	-8.14	34.41	17.88	12.13	20.62	31.55	19.81	25.57	46.37	23.58	14.57	13.95	11.53	27.23	14.48	8.37	19.1	17.98
15.46	11.84	2.28	20.41	5.13	1.76	16.45	14.85	34.51	1.39	3.95	42.02	30.94	34.46	5.22	8.95	8.48	13.01	19.16	24.52	7.42	16.81	6.71	14.8	-5.21	30.52	20.61	15.85	26.32	23.99	16.57	32.01	63.81	22.48	13.23	12.09	10.83	22.5	15.98	15.24	13.67	17.88
25.81	21.53	17.66	34.73	24.48	17.9	34.45	24.24	37.01	17.98	20.19	41.15	40.16	34.06	19.22	15.86	26.37	23.41	20.55	34.73	22.88	26.45	23.58	33.41	17.95	32.42	30.26	22.89	34.83	34.38	29.53	37.37	54.03	36.76	22.32	24.48	27.34	32.74	29.01	27.74	28.39	31.24
29.87	29.72	16.32	24.41	20.16	22.52	16.47	32.25	45.67	18.15	16.09	53.08	48.34	36.52	22.56	16.5	22.58	23.56	29.62	32.4	23.79	21.87	15.46	24.3	19.15	37.93	37.91	22.85	36.9	33.96	31.42	33.08	57.52	44.95	27.73	33.59	25.61	35.7	32.29	24.98	29.13	26.18
17.54	19.16	2.85	23.65	12.14	8.46	20.38	19.03	44.33	9.3	14.86	53.98	40.04	35.71	13.04	25.66	23.86	23.28	27.91	27.88	18.43	20.14	18.61	19.58	9.65	39.51	32.12	24.7	33.88	34.49	43.19	25.82	69.47	43.23	16.45	35.34	17	22.27	24.93	12.17	26.79	25.78
1.01	-6.75	-6.9	-9.01	-7.27	-3.15	7.04	3.67	21.42	-7.37	-10.13	34.89	18.97	20.44	-6.62	-6.7	4.12	0.64	3.31	13.08	-6.21	0.44	10.31	-3.22	-14.72	20.42	5.79	6.93	9.8	17.02	11.22	13.41	38.73	24.47	3.07	-6.33	6.62	7.48	1.13	-3.82	-1.97	-3.45
33.24	29.68	22.49	36.15	28.82	29.59	31.39	31.53	42.67	20.79	23.83	51.83	52.43	36.92	22.58	26.16	25.73	28.43	34.75	44.8	32.25	31.81	29.2	36.12	24.4	47.41	42.04	41.54	47.96	46.63	43.71	42.71	69.71	48.82	30.68	35.97	38.83	33.59	33.18	30.1	34.02	36.34
32.76	32.02	30.5	32.85	30.39	30.82	36.71	33.21	47.65	33.64	28.85	53.74	48.42	44.08	29.42	33.54	32.34	35.04	32.81	40.1	37.66	35.55	31.54	37.57	25.96	46.74	36.63	40.93	45.32	43.45	41.18	43.56	60	46.56	38.03	35.53	32.4	37.67	43.05	37.94	39.25	40.05
21.78	21.25	13.88	29.57	13.02	9.33	33.39	23.37	59.42	22.56	24.19	52.41	52.92	31.35	22.04	23.13	24.1	20.92	21.98	31.29	17.9	22.52	24.1	24.06	13.92	53.64	35.05	26.4	43.68	46.91	41.89	48.09	75.98	42.15	29.42	31.6	32.26	24.88	30.18	25.51	23.36	30.98
15.92	16.03	5.13	23.74	1.95	8.81	13.92	27.26	29.59	3	7.26	42.73	43.55	31.45	-6.97	3.24	8.03	19.1	25.36	25.33	13.68	12.51	-10.45	18.49	2.52	34.39	18.33	14.12	35.14	43.33	22.02	29.32	58.4	34.16	20.72	11.09	25.55	22.39	28.16	10.69	18.44	20.35
18.28	7.41	6.45	28.91	6.86	13.53	27.29	22.01	42.86	18.9	8.34	46.1	36.68	37.97	14.76	8.15	18.05	28.95	18.66	22.59	12.14	18.26	13.2	28.48	4.03	35.57	26.25	15.52	26.09	29.26	42.83	38.36	57.52	39.01	19.59	16.85	12.32	20.44	18.8	20.13	17.76	19.14
20.23	13.46	10.99	19.93	17.59	12.56	19.44	14.24	41.06	16.33	15.99	47.99	31.57	30.68	16.7	6.28	19.49	23.26	25.3	31.07	21.38	14.6	14.13	28.09	9.96	38.5	23.86	20.23	40.38	34.24	39.08	33.62	55	43.74	16.86	13.33	15.21	23.25	29.08	29.3	30.1	21.81
14.03	10.56	3.87	10.86	3.18	0.57	17.88	0.32	27.23	7.57	-4.13	49.01	27.4	28.1	4.45	0.17	-0.86	11.36	13.32	20.95	-1.18	6.13	5.63	9.88	-7.57	29.8	20.26	8.7	28.31	27.28	17.68	30.76	46.88	33.15	14.41	14.45	12.72	23.07	21.84	14.47	21.54	12.73
43.02	47.98	28.27	44.29	33.07	33.12	46.85	45.76	54.69	40.28	36.07	54.34	54.4	60.09	38.26	35.03	42.51	40.18	43.5	42.58	39.03	43.25	36.74	40.52	37.81	59.33	43.4	49.68	60.96	54.07	53.69	56.27	69.01	53.88	42.63	51.02	42.91	48.61	48.08	48.03	46.08	46.08
24.36	24.36	13.52	23.61	17.92	20.76	31.24	23.07	47.74	29.9	18.8	54.99	37.48	38.36	14.49	27.36	21.38	22.6	33.14	27.36	24.43	23.15	24.01	34.6	25.46	47.2	30.08	25.64	41.38	42.19	30.86	42.43	63.35	47.99	32.13	33.35	22.02	36.89	33.89	27.37	25.54	19.63
18.87	9.19	2.7	8.75	15.26	-3.47	11.67	20.04	32.29	-0.27	7.65	31.27	37.28	30.56	1.42	10.62	4.31	9.18	12.14	20.32	-1.11	18.26	2.63	17.02	-1.61	41.49	25.56	8.4	23.32	24.62	25.04	30.75	50.8	25.37	17.41	9.73	14.49	13.82	23.35	5.5	11.63	15.39
-11.54	9.35	-24.26	-4.74	-7.11	-18.24	12.02	-1.75	29.86	-11.49	-26.43	32.78	39.29	17.79	-17.86	-20.95	-4.26	-23.07	-5.33	10.68	-15.76	-19.97	-23.13	-18.67	-37.12	30.36	4.77	9.35	27.58	19.96	5.67	19.18	52.36	25.51	-7.6	5.06	11.47	6.84	3.47	7.43	13.97	12.1
20.04	14.94	10.86	17.85	22.01	12.3	30.82	25.76	39.38	20.3	15.05	43.69	36.47	32.45	17.29	16.6	12.82	20.82	20.5	20.79	15.62	27.62	22.49	26.72	11.67	37.61	26.52	15.87	30.65	36.16	35.79	35	58.76	39.3	24.48	26.05	28.15	25.38	19.45	18.24	36.28	29.78
34.24	31.46	20.71	29.74	28.95	25.1	30.69	27.61	43.04	26.67	22.53	48.41	43.79	37.11	25.64	20.72	29.87	27.95	30.66	31.17	31.77	24.96	25.72	29.07	18.14	37.28	39.8	27.04	39.82	33.67	32.71	38.14	53.06	39.48	31.53	27.08	27.8	33.72	32.18	33.7	28.32	29.36
13.52	22.25	0.42	19.23	9.46	6.76	14.87	19.32	32.13	13.15	16.23	35.42	34.85	23.52	7.03	10.42	18.29	23.19	21.06	25.52	9.18	10.6	11.92	18.57	2.34	23.11	22.22	19.66	30.82	30.04	28.73	25.88	46.08	31.82	12.12	15.84	17.19	23.66	17.55	20.89	17.82	16.41
12.02	5.03	1.92	9.44	0.76	7.43	9.56	11.28	15.5	3.59	-7.04	35.53	23.85	17.73	2.8	6.23	6.53	6.92	11.72	11.92	3.05	7.64	2.23	9.85	-4.17	26.67	19.51	6.2	16.33	16.05	21.17	24.43	38.71	31.84	11.6	9.44	11.2	19.31	10.08	5.23	8.14	15.21
23.24	21.06	14.21	21.53	11.27	11.49	21.07	24.48	30.93	11.18	11.36	43.16	42.64	38.61	17.57	14.05	29.42	27.85	18.53	28.66	20.12	10.47	12.88	22.67	18.1	42.53	24.55	22.91	34.06	40.37	30.99	38.86	62.18	48.31	16.71	16.65	21.28	25.41	24.18	22.12	31.35	23.8
0.09	-2.57	-7.2	8.42	-4.91	1.04	3.34	7.2	18.7	-10.62	1.27	22.29	16.94	14.94	-10.42	4.23	-1.75	5.32	-2.01	2.53	-3.63	6.92	-5.94	7.34	-8.39	25.28	21.54	11.12	23.39	15.98	6.22	9.42	39.08	23.27	2.68	5.28	7.19	3.03	-0.45	-3.55	4.82	9.29
15.26	21.27	10.66	23.1	11.72	12.74	23.88	23.68	40.64	15.04	18.54	46.47	36.63	29.08	8.39	14	15.07	23.54	27.58	25.62	26.2	17.19	11.25	21.2	14.1	31.16	24.24	23.22	37.5	34.1	29.98	36.78	55.21	36.02	20.8	20.66	21.56	32.7	22.99	18.65	21.32	21.08
14.22	16.49	10.31	12	16.14	16.79	14.53	22.07	39.31	14.32	17.05	38.39	39.35	41.39	13.72	12.14	18.28	21.25	22.23	25.54	22.61	16.33	18.88	24.22	15.19	42.28	20.25	17.48	29.96	33.6	32.78	29.36	51.83	34.63	19.23	20.09	22.59	20.57	27.63	15.79	23.35	21.01
18.97	17.18	10.28	16.51	10.02	6.83	25.28	13.29	30.1	20.53	12.45	43.48	39.59	31.59	11.1	15.6	27.58	11.42	11.32	23.97	9.7	25.53	13.54	22.14	10.77	41.99	22.72	16.46	27.79	35.54	18.92	36.44	54.6	31.28	11.8	22.08	23.08	27.51	19.54	12.65	27.85	29.65
9.04	12.4	1.35	2.54	-4.26	4.91	12.34	11.6	23.77	2.98	5.41	27.88	24.9	18.66	-2.86	2.3	9.25	5.85	11.61	11.98	-4.07	7.08	2.54	18.27	0.29	20.51	6.99	8.27	19.74	16.47	13.45	14.05	49.85	17.69	10.78	4.02	10.11	12.63	8.44	5.05	7.93	10.59
19.33	22.59	11.14	14.42	6.05	6.3	25.29	23.21	30.65	7.31	21.77	32.33	30.04	29.55	11.71	13.56	14.92	13.95	24.42	21.93	10.82	21.09	9.39	16.8	11.39	25.63	25.19	20.89	33.08	32.45	26.3	27.07	53.55	33.13	20.62	20.43	18.81	27.26	19.21	15.06	17.61	24.48
1.71	3.5	-7.73	2.43	-0.57	-3.95	-1.18	3.26	21.96	-1.02	6.44	29.99	27.66	14.62	-4.89	2.35	4.67	12.14	5.13	5.11	4.68	2.52	-3.54	5.08	-7.4	19.22	17.63	6.19	11.48	18.79	18.21	24.45	40.25	17.49	-1.55	6.22	7.8	8.11	15.67	6.61	11.38	10.04
11.04	5.65	-2.59	7.05	5.05	1.55	7.02	10.84	21.88	-0.17	10.69	30.36	18.81	25.51	3.19	7.41	13.56	6.2	9.67	15.23	9.29	6.94	3.88	9.26	-1.5	19.72	12.57	9.37	18.74	18.43	21.36	20.11	38.84	19.28	3.55	7.1	10.09	14.26	11.87	4.45	14	11.71
20.42	20.03	12.89	21.06	14.51	13.65	16.16	16.86	31.73	15.22	16.39	36.87	27.54	26.98	9.79	16.9	18.02	18.92	18.14	27.84	14.36	21.63	17.51	21.32	12.64	34.29	24.51	20.76	29.47	25.04	27.1	25.87	40.13	27.29	16.16	17.18	16.46	23.41	21.6	21.02	19.46	22.24
1.92	-2.18	-11.55	3.4	-0.14	2.18	6.81	4.59	27.33	-1.07	-0.39	30.41	25.02	22.42	3.22	2.81	2.99	8.55	12.65	10.53	6.86	2.84	-5.32	16.96	-11.68	18.7	7.94	4.36	15.19	24.43	10.27	16.29	44.64	21.96	1.78	4.99	-0.45	6.28	13.19	2.07	8.87	3.75
18.28	21.5	11.06	18.9	13.57	16.82	23.43	23.88	33.22	15.9	15.97	39.98	29.63	36.17	14.57	15.04	21.77	23.01	20.2	26.14	14.94	15.7	17.15	24.37	14.88	31.42	26.03	25.99	30.38	36.17	26.72	30.62	50.42	32.76	20.34	21.88	21.53	28.15	21.86	18.38	21.71	21.54
2.79	0.81	0.9	5.03	0.54	6.38	6.69	6.15	20.32	5.08	0.91	28.89	30.34	23	2.01	-0.62	6.21	12.85	10.78	10.03	3.51	10.63	7.53	9.71	4.17	24.59	16.05	8.08	24.53	17.56	15.23	28.21	41.34	26.71	12.86	13.47	13.19	8.21	12.87	11.21	9.82	12.24
11.86	14.34	-1.39	16.26	10.08	6.1	14.69	12.45	27.86	7.99	10.75	29.19	26.02	23.14	8.81	9.08	15.39	11.73	11.65	20.21	8.03	10.31	4.93	11.27	1.46	27.47	21.69	12.13	26.74	20.18	17.05	20.92	43.04	23.85	18.31	13.57	12.78	16.55	8.8	11.11	11.64	17.61
20.38	16.94	12.34	16.11	11.89	15.14	21.65	17.42	24.81	12.87	18.84	30.4	29.8	23.17	9.83	10.91	20.32	17.7	22.62	24.98	15	16.17	16.74	23.31	9.58	25.8	18.4	14.34	26.39	27.7	23.36	23.13	35.49	25.57	16.18	19.2	17.55	21.01	18.2	18.89	17.37	17.42
11.19	18.55	2.65	14.19	6.83	10.21	14.22	13.54	23.42	12.47	12.64	29.72	25.2	23.01	6.77	6.83	15.57	10.15	18.16	19.74	8.5	13.11	4.42	19.06	4.16	24.36	16.06	15.09	24.97	20.97	24.56	24.21	37.88	14.37	9.51	19.35	16.72	12.95	17.36	11.95	16.23	16.67
8.93	6.31	-3.53	5.23	1.73	1.77	12.1	3.27	19.95	0.41	6.14	28.35	19.26	21.04	-2.8	3.32	2.47	6.83	5.51	8.18	-1.33	2.94	5.82	12.1	-6.19	17.86	6.55	-0.2	13.4	15.78	16.45	17.68	33.38	16.74	0.41	7.79	10.55	8.53	20.39	2.94	6.55	8.98
2.02	0.28	-0.21	3.29	-6.15	-3.6	8.09	0.6	12.67	-2.57	-2.11	18.21	14.6	12.08	-6.21	-2.67	3.46	4.49	3.13	6.82	-0.63	2.23	-3.06	5.85	-5.91	11.27	7.84	2.41	11.45	13.36	10.12	13.42	27.39	10.65	3.83	2.39	4.75	6.17	7.42	1.1	5.71	3.85
-8.73	-6.8	-7.74	-2.15	-10.88	-14.51	-1.77	-9.45	3.79	-5.57	-9.36	11.43	5.08	8.23	-8.04	-13.67	-4.63	-13.54	-5.18	1.8	-13.25	-5.49	-12.24	1.89	-8.48	3.85	-4.28	-0.86	3.65	7.77	3.21	3.86	18.77	2.88	-0.8	-3.78	-5.8	-0.26	-4.1	-2.7	-6.35	-2.04
3.19	-3.7	-1.37	-2.01	-3.45	-2.36	2.46	3.37	16.41	-0.54	2.24	13.67	13.79	13.15	-0.45	-3.12	-1.68	1.62	0.36	11.78	-2.88	3.65	-1.08	2.09	0.13	9.43	4.65	3.38	9.44	11.38	7.51	12.49	21.28	7.94	3.62	3.95	1.09	3.46	0.47	3.96	7.34	7.94
4.99	4.35	0.75	5.67	5.49	8.27	8.96	5.8	20.53	5.65	3.38	19.44	16.33	17.41	-3.21	2.65	4.08	5.34	10.33	7.48	2.71	9.47	3.38	8.84	3.56	16.19	10.15	7.45	14.86	14.48	14.83	17.45	26.79	12.95	7.8	4.89	5.63	11.36	6.26	3.17	11.83	8
2.63	4.34	-0.98	5.96	0.69	4.91	8.58	3.05	19.55	1.47	1.26	14.95	12.81	10.71	1.08	0.55	3.22	3.23	4.19	4.71	3.16	5.29	0.16	6.16	0.95	15.61	5.14	4.87	12.45	9.29	11.36	14.66	22.76	13.26	7.23	2.26	9.3	9.1	7.51	2.91	3.72	4.36
4.14	3.43	-1.09	3.02	2	-0.77	1.66	2.69	10.26	1.3	0.5	13.47	9.72	8.68	1.08	-2.01	0.2	3.98	2.81	5.41	-1.51	1.07	-1.85	5.31	-1.88	13.76	7.93	2.24	9.26	8.83	7.19	10.73	17.75	6.15	2.86	5.99	3.02	8.03	5.59	5.94	5.66	2.2
2.85	0.05	-4.6	1.72	-0.71	-0.32	2.24	0.21	9.53	-1.25	-0.18	14.54	11.39	7.49	1.34	-2.33	-0.49	-0.75	0.66	3.99	-3.36	1.51	0.12	3.68	-5.15	9.57	5.32	1.17	6.08	11.04	7.13	10	14.1	6.23	2.3	2.63	0.76	6.18	3.15	3.32	4.95	3.35
5.93	5.71	3.62	6.34	6.7	5.51	5.68	7.31	13.27	5.01	6.67	14.38	11.4	11.72	3.93	5.29	6.58	5.7	5.86	6.09	5.77	6.17	6.07	6.08	3.99	14.97	8.21	5.19	9.07	12.41	10.28	13.41	16.06	9.45	6.59	4.13	6.81	9.23	6.63	5.65	7.89	5.69
4.62	3.71	0.57	4.53	4	1.55	5.65	3.8	9.15	2.84	3.17	10.92	9.75	8.92	1.57	2.52	4.77	3.78	3.54	4.96	3.41	5.08	3.78	4.93	1.25	11.18	5.62	4.4	6.78	9.79	7.46	11.94	11.58	6.24	5.82	4.91	4.34	6.08	6.85	2.34	6.01	4.2
3.25	3.46	0.73	2.75	3.38	2.77	5.28	3.73	8.92	1.48	2.39	8.34	8.76	6.14	1.17	2.71	2.83	2.31	3.09	3.98	2.87	3.13	2.06	3.4	1.8	8.94	3.52	2.55	5.24	8.33	5.49	9	8.11	5.2	4.47	2.69	3.8	5.97	4.46	3.94	4.16	4.59
3.59	3.6	2.66	3.88	3.55	3.62	4.47	3.75	9.14	2.47	3.07	8.29	8.18	6.83	2.47	2.1	3.81	3.37	3.5	4.63	3.09	5.02	3.55	3.86	2.94	8.54	4.34	4.05	5.15	8.94	5.7	8.55	8.09	5.44	4.88	2.92	4.05	5.61	4.57	3.85	4.59	3.81
2.99	3.45	2.03	3.63	3.3	2.9	4.71	3.16	8.06	2.83	3.3	8.1	7.12	6.08	2.04	2.53	3.53	3.83	2.6	3.89	2.7	4.47	3	4.13	2.66	8.3	4.18	3.1	5.19	7.54	5.22	7.99	7.15	4.49	4.5	3.22	3.28	5.64	4.36	3.76	4.05	3.61
3.2	2.74	1.46	2.66	2.49	2.1	4.5	2.58	7.32	2.47	1.99	7.49	6.77	5.83	2.2	1.49	3	2.97	3.2	3.75	1.89	4.49	2.25	3.53	1.38	6.66	4.28	2.68	5.39	6.53	5.31	7.76	7.62	4.44	3.7	3.27	3.22	5.29	3.68	3.11	4.32	2.75
-1.45	-0.97	-2.22	-1.31	-1.45	-0.23	0.47	-1.13	4.38	-1.62	0.11	5.31	4.61	3.15	-1.98	-1.79	-0.5	-1.21	-0.96	0.16	-1.62	1.35	-1.64	-0.68	-2.49	4	-0.4	-0.95	1.86	2.33	1.62	5.44	4.66	0.86	-0.43	-0.71	-0.66	0.99	0.33	-1.08	0.24	-1.07
1.78	1.68	0.75	1.94	0.75	2.16	3.17	1.7	8.05	0.98	1.38	8.06	7.13	5.79	0.1	1.17	1.04	2.42	2.07	3.17	0.68	2.7	1.67	2.74	0.09	7.27	3.33	0.41	5.72	7.41	4.05	8.98	9.14	4.13	3.84	3.21	3	3.91	3.66	2.48	4.02	1.86
2.91	2.76	1.72	2.85	2.01	3.24	4.85	2.57	8.67	1.54	2.15	9.97	7.81	7.09	0.11	1.77	3.05	3.21	3.59	4.54	1.48	4.16	2.42	2.95	1.84	8.94	3.91	3.57	4.96	8.7	5.98	8.51	9.69	5.52	3.59	2.42	2.93	6.21	4.36	4.1	3.2	2.38
4.77	4.97	3.31	4.97	4.04	4.73	5.98	4.17	11.11	3.55	3.44	10.53	10.35	9.19	3.78	3.95	4.49	5.17	5.09	5.74	4.36	6.38	3.44	5.09	2.86	11.62	7.42	5.17	7.21	10.71	8.66	11.01	11.15	6.65	5.78	5.8	5.63	7.72	5.6	5.49	5.97	5.42
4.07	4.75	1.42	4.18	3.21	4.1	6.01	3.93	9.27	2.95	2.55	10.08	10.14	7.13	2.38	3.07	2.82	4.6	3.98	5.15	2.35	5.21	2.86	4.65	1.84	8.43	5.48	4.67	4.74	9.24	5.43	9.86	10.59	5.54	5.57	4.54	4.73	6.48	4.98	3.72	5.57	4.69
0.78	-0.13	-1.62	0.64	0.85	0.15	1.99	0.44	7.19	0.08	0.7	7.93	7.3	5.25	-1.23	0.61	1.11	1.38	1.34	2.28	-0.27	1.47	-0.36	1.37	-0.51	6.24	1.79	0.08	3.77	5.43	3.46	6.43	7.37	2.06	2.64	1.8	1.68	2.55	2.62	1.95	2.23	1.12
6.04	4.82	2.49	5.35	4.27	3.84	6.72	4.26	10.34	3.52	4.43	11.4	12.7	9.53	2.73	2.11	4.14	5.08	5.67	5.36	2.68	5.15	3.92	6.19	1.4	10.29	5.85	3.82	9.12	9.74	6.91	10.29	11.22	7.85	6.26	4.15	5.64	7.06	6.45	6.46	6.1	3.34
4.67	4.46	2.66	5.23	3.55	3.95	6.23	5.23	11.31	5.28	4.3	12.57	11.66	10.43	1.9	3.05	4.38	4.98	3.63	6.5	3.69	5.41	3.24	5.74	3.29	11.63	5.85	5.74	8.9	9.77	8.5	12.64	14.24	8.13	4.91	5.07	5.66	7.28	5.79	5.87	5.42	4.64
3.12	1.84	1	0.83	3.09	1.85	3.38	2.44	9.39	1.86	2.49	12	10.88	7.13	0.85	0.85	3.03	2.81	2.18	2.88	1.05	4.11	1	4.81	0.24	9.98	3.5	2.77	5.36	8.92	5.08	9.37	11.98	5.67	4.9	3.45	4.53	6.69	5.36	2.19	3.27	2.88
2.86	2.11	-0.47	2.77	2.2	2.86	3.85	2.34	8.47	0.55	1.67	9.22	8.1	7.23	1.01	-0.22	2.83	2.29	2.81	4.15	1.27	3.69	1.72	2.28	-1.09	9.13	4.35	1.4	5.23	9.42	5.05	10.07	9.35	4.74	3.73	2.54	2.64	5.6	4.81	2.97	3.16	3.27
2.13	3.52	1.74	2.48	2.83	2.49	4.59	3.13	8.56	2.24	2.62	9.52	8.58	7.79	0.85	1.79	2.5	3.53	2.63	3.69	2.23	4.03	1.73	3.41	1.89	8.71	3.9	2.55	4.92	9.06	5.84	8.77	8.55	4.88	3.75	2.7	3.09	5.84	4.66	2.51	3.64	3.96
1.42	1.3	-0.02	0.87	1.32	0.86	2.2	0.99	7.19	0.25	0.46	9.21	7.31	6.11	0.33	0.31	1.03	0.72	1.16	2.36	0.43	2.6	0.68	2.44	-0.37	7.13	1.46	1.4	3.97	6.97	4.02	7.96	6.85	3.63	2.75	1.12	2.06	4.32	2.09	1.69	2.02	1.02
1.2	2.24	-0.13	1.18	1.95	1.83	3.12	2.26	7.68	0.36	1.22	8.44	9.09	6.55	0.27	0.83	1.66	0.81	1.31	2.82	1.52	3	2.09	2.68	0.37	7.14	2.6	1.08	3.55	6.78	3.66	8.32	7.57	3.32	2.98	1.11	1.89	4.91	3.77	1.97	3.09	1.05
0.76	1.56	-0.25	1.75	1.22	1.35	2.75	2.15	7.62	0.2	1.69	8.92	7.95	5.98	-0.94	0.79	0.66	1.38	1.74	2.38	1.73	2.97	1.12	2.07	0.55	7.26	2.2	1.48	3.95	7.21	4.67	8.01	7.32	2.78	2.61	1.08	2.5	5.09	2.62	2.53	2.39	1.69
3.16	2.3	0.64	2.4	3.08	2.14	3.06	1.58	8.22	1.65	2.34	10.46	8.85	6.69	0.66	1	2.53	1.76	2.34	2.87	1.11	4.13	1.93	3.21	0.47	8.36	3.81	0.93	4.64	7.23	4.81	8.48	7.53	3.88	3.17	2.34	1.69	5.06	3.57	1.78	3.08	2.13
