"Campanula_persicifolia_I__P_1"	"Campanula_persicifolia_I__P_2"	"Convolvulus_sepium_I__Pr_1"	"Convolvulus_sepium_I__P_2"	"Convolvulus_sepium_I__Pr_3"	"Convolvulus_sepium_I__P_4"	"Helminthia_echioides_I__P_1"	"Helminthia_echioides_I__P_2"	"Mentha_suaveolens_I__P_1"	"Mentha_suaveolens_I__P_2"	"Mentha_suaveolens_I__P_3"	"Mentha_suaveolens_I__P_4"	"Filipendula_ulmaria_I__P_1"	"Filipendula_ulmaria_I__P_2"	"Filipendula_ulmaria_I__P_3"	"Filipendula_ulmaria_I__P_4"	"Spiraea_japonica_I__P_1"	"Spiraea_japonica_I__P_2"	"Spiraea_japonica_I__P_3"	"Spiraea_japonica_I__P_4"	"Anthriscus_sylvestris_I__P_1"	"Anthriscus_sylvestris_I__P_2"	"Anthriscus_sylvestris_I__P_3"	"Anthriscus_sylvestris_I__P_4"	"Anthriscus_sylvestris_I__P_5"	"Impatiens_glandulifera_I__Lr_1"	"Impatiens_glandulifera_I__Er_2"	"Impatiens_glandulifera_I__Lr_3"	"Impatiens_glandulifera_I__Er_4"	"Impatiens_glandulifera_I__Lb_5"	"Impatiens_glandulifera_I__Eb_6"	"Eupatorium_cannabinum_I__P_1"	"Eupatorium_cannabinum_I__P_2"	"Geranium_robertianum_I__P_1"	"Geranium_robertianum_I__P_2"	"Geranium_robertianum_I__P_3"	"Geranium_robertianum_I__P_4"	"Hypericum_perforatum_I__P_1"	"Hypericum_perforatum_I__P_2"	"Lotus_corniculatus_I__P_1"	"Lotus_corniculatus_I__P_2"	"Lotus_corniculatus_I__P_3"	"Reynoutria_japonica_I__P_1"	"Reynoutria_japonica_I__P_2"	"Buddleja_davidii_I__P_1"	"Buddleja_davidii_I__P_2"
74.76	68.49	72.82	82.16	74.98	71.94	61.94	77.06	14.81	20.09	80.37	42.94	77.05	108.91	59.73	114.77	76.3	99.47	132.06	106.99	117.92	41.94	15.62	173.33	32.97	64.87	75.05	90.64	58	86.61	96.9	86.24	98.63	56.9	112.59	7.89	174.92	100.44	131.64	97.12	32.75	104.16	104.29	105.57	85.39	51.02
76.64	68.22	74.32	82.7	76.1	72.94	62.88	77.31	14.43	19.68	81.68	42.21	77.45	109.41	60.53	117.03	78.23	99.19	134.43	108.07	119.64	45.31	17.38	174.72	34.06	65.49	75.41	91.82	58.26	88.27	97.11	88.87	100	57.72	113.46	8.27	177.37	100.29	136.36	100.03	33.52	104.17	106.73	106.06	85.77	51.29
76.53	68.53	73.99	83.29	75.12	72.52	62.33	77.34	14.35	20.62	81.27	42.74	77.9	109.44	59.99	116.2	76.22	100.64	133.26	106.24	117.84	44.7	16.94	175.92	34.05	64.13	75.44	92.88	58.98	87.28	97.53	87.25	99.13	58.05	113.65	7.87	175.09	101.62	135.67	98.67	34.56	104.01	105.67	107.24	86.45	51.03
76.44	67.96	73.15	83.84	75.29	71.8	61.24	76.71	14.9	19.04	80.46	41.51	77.45	108.05	59.35	115.74	76.14	98.74	134.01	103.94	116.06	43.14	16.51	171.64	32.38	63.57	73.26	92.11	57.13	86.91	96.45	87.98	98.02	56.68	112.96	7.14	174.88	99.29	134.63	97.92	31.92	101.68	104.65	106.39	84.22	51.35
74.55	66.66	72.39	82.59	74.8	70.53	60.83	74.88	13.3	19.31	78.08	40.97	73.93	104.56	58.32	112.73	75.96	97.57	129.75	103.92	117.2	41.13	16.11	169.59	31.72	63.02	72.42	89.96	56.02	85.75	94.65	85.11	96.19	56.08	110.19	7.42	172.18	96.76	133.18	95.24	31.74	100.28	103.05	102.59	83.72	49.62
73.97	67.63	73.72	82.86	76.51	71.16	62.02	75.17	14.74	20.65	80.04	41.46	75.6	106.31	58.74	113.23	75.39	99.05	131.15	103.68	116.2	43.12	16.96	170.39	33.08	63.37	74.69	90.37	56.99	86.39	95.17	87.76	97.63	56.49	111.65	7.9	171.98	99.33	132.58	96.31	32.21	102.58	103.62	103.48	84.63	51.46
73.55	65.87	72.31	81.8	74.11	70.83	61.05	75.91	13.47	19.24	75.87	41.81	74.07	103.23	57.02	112.05	75.77	96.75	129.51	102.66	115.68	42.59	15.31	169.16	31.91	63.87	72.25	89.12	56.27	84.76	94.97	86.89	96.79	56.26	111.2	7.59	171.66	99.55	131.8	95.29	31.83	101.13	101.95	102.18	83.43	50.44
74.62	67.33	73.98	80.83	72.58	70.66	62.75	74.31	14.21	19.9	78.13	40.87	74.46	105.12	58.82	111.66	74.64	96.24	129.17	102.33	116.7	42.9	17.31	167.08	33.28	63.77	73.79	90.4	57.41	84.36	94.41	87.43	95.16	55.06	111.28	6.8	170.91	100.04	131.19	93.34	32.71	100.25	101.81	103.31	83.96	49.8
74.92	67.13	73.7	82.89	74.65	71.03	62.19	75.31	14.5	19.23	79	41.89	76.51	104.83	57.61	112.86	75.22	97.62	130.31	103.42	115.69	42.06	17.29	169.49	33.51	64.57	73.92	90	55.87	85.97	97.03	86.78	97.59	57.27	110.92	7.82	171.83	99.58	131.23	96.82	33.38	99.28	101.1	103.38	83.38	50.87
74.03	67.66	74.15	84.09	74.67	71.9	62.65	75.16	15.94	19.35	78.08	43.12	74.45	107.25	59.84	111.91	76.04	96.87	129.78	104.22	115.37	42.18	17.54	168.84	34	63.89	74.03	89.26	57.87	84.66	97.43	87.56	97.2	57.68	110.47	9.26	170.85	100.07	130.6	95.89	33.79	100.44	102.04	104.39	83.32	51.57
72.46	67.2	73.56	81.5	74.88	72.27	61.47	74.12	14.18	19.34	77	41.63	75.75	102.3	57.17	112	75.06	96.17	129.99	104.91	115.68	42.46	15.04	168.72	32.74	62.99	73.13	88.47	57.27	84.81	96.14	86.28	97.94	56.25	111.03	8.1	171.94	99.62	131.18	95.86	33.26	101.12	101.64	102.77	83.56	50.89
75.8	66.79	72.08	82.33	73.07	72.95	61.75	74.76	13.7	19.49	78.91	41.04	75.16	104.95	59.35	111.16	76.14	96.56	130.4	105.26	115.79	42.71	16.12	167.12	32.42	63.76	74.29	87.89	55.99	85.61	94.92	85.62	97.32	55.16	110.3	8.23	171.3	99.62	129.77	94.5	32.26	100.75	101.51	102.56	84.32	50.28
74.04	66.39	73.04	83.37	73.47	71.01	61.14	76.21	14.62	20.19	79.12	42.2	75.98	105.55	60.21	113.37	75.68	94.65	131.46	103.02	114.81	42.13	16.65	170.34	33.6	63.63	74.35	88.5	56.89	85.07	94.98	85.93	97.18	56.37	111.12	8.8	172.56	98.85	131.86	95.16	33.57	100.86	101.73	104.22	83.51	51.34
74.81	66.54	71.41	82.07	73.65	72.53	61.8	76.01	13.01	20.07	80.08	40.52	75.46	106.62	59.79	114.35	75.66	97.86	128.75	103.89	116.61	42.45	16.95	169.46	33.69	63.02	74.27	89.77	57.61	86.05	96.3	83.99	96.04	54.45	110.4	8.36	172.56	100.62	133.63	95.41	32.72	102.77	102.61	105.4	83.51	50.61
72.31	66.55	72.36	81.34	73.97	70.16	60.61	75.15	14.82	20.29	75.92	42.02	73.92	102.69	58.64	110.59	74.37	95.08	127.55	101.62	113.48	42.05	15.69	166.47	33.16	62.59	72.72	87.64	56.17	83.33	93.65	84.09	95.2	55.39	108.26	8.74	169.47	98.32	130.74	94.23	32.14	100.21	100.65	103.34	83.52	50.48
74.1	66.07	71.07	81.21	74.37	70.79	61.79	75.31	14.48	19.45	76.55	41.23	75.99	106.19	60.07	114.16	75.98	98.59	129.36	102.84	115.1	42.31	16.2	169	32.38	63.8	73.2	88.68	57.27	84.88	92.8	83.95	96.49	55.79	108.63	8.45	171.57	97.88	130.27	96.39	31.49	102.34	100.15	103.65	83.19	50.33
73	66.41	71.2	81.47	72.42	71.01	61.93	73.84	14.26	18.74	77.85	41.97	75.34	103.7	60.13	113.09	74.19	95.1	129.23	103.29	115.29	42.05	17.51	167.14	33.76	62.35	72.92	88.19	57.17	84.74	94.07	84.95	96.01	57.5	108.67	7.05	169.59	99.31	132.39	95.29	32.56	102.43	102.36	103.34	82.74	49.63
74.82	66.5	72.48	80.94	74.09	72	62.23	75.48	15.39	20.07	78.72	42.67	75.85	105.28	59.42	111.26	76.53	97.85	129.11	105.37	116.27	42.89	16.94	167.07	34.4	63.43	74.12	90.1	58.03	85.69	95.32	85	97.25	56.31	110.11	8.74	169.65	97.55	131.91	95.45	33.26	101.85	101.84	103.85	84.05	50.96
73.15	65.41	71.84	80.3	73.45	71.37	61.46	74.87	13.8	19.26	76.97	43.37	74.35	103.31	58.19	111.25	72.31	96.1	128.07	101.87	114.07	41.5	17.38	167.13	33.22	62.57	73.23	88.02	55.92	84.25	94.21	83.59	96	56.08	108.13	7.48	167.5	97.06	129.97	95.11	32.67	101.43	99.85	100.42	81.93	49.19
73.3	66.35	72.48	82.46	74	69.81	61.59	75.38	13.45	19.35	79.15	42.03	73.8	104.3	57.76	112.03	75	95.19	129.76	103.26	113.77	42	14.24	167.2	31.23	61.69	72.74	89.2	56.13	84.76	93.98	82.93	96.11	55.41	110.75	8.18	171.17	98.67	131.31	95.38	32.98	101.66	99.75	102.79	81.92	50.27
73.63	67.75	72.71	82.71	76.24	72.41	63.48	76.54	15.04	20.66	79.1	42.27	75.95	105.56	62.14	113.93	75.26	97.94	129.82	104.83	116.83	43.12	16.4	170.2	32.21	64.59	75.63	89.38	58.72	86.64	97.15	86.7	99.76	58.3	110.89	8.52	171.59	99.96	132.47	96.04	34.11	100.65	103.59	105.87	82.17	51.28
73.5	66.18	71.51	82.57	73.17	71.73	61.66	76.62	14.62	18.79	78.36	41.83	74.49	105.36	59.32	112.17	75.58	97.37	128.31	101.96	114.96	42.42	16.83	165.15	33.13	62.99	73.61	87.8	56.46	83.89	96.34	83.76	96.87	55.21	109.96	8.46	168.89	96.86	130.01	94.84	33.26	101.31	101.38	102.15	83.08	50.29
73.62	66.05	72.39	81.7	73.11	71.14	63.17	75.28	14.2	18.91	76.92	42.65	75.65	105.54	60.46	111.02	75.13	94.91	127.62	104.15	112.81	40.71	17.17	167.24	32.45	63.08	74.41	90.41	57.63	86.03	93.65	85.44	96.18	55.08	109.23	8.77	171.77	98.08	130.54	97.21	33.34	101.68	101.4	101.6	81.98	50.98
74.02	66.28	72.69	81.26	75.53	72.05	62.45	74.83	14.93	21.16	76.83	42.07	75.85	104.77	61.37	112.42	74.3	94.87	129.42	102.36	114.05	41.56	17.64	167.05	34	64.14	74.31	88.99	56	84.76	94.61	85.51	96	56.86	109.56	9.59	169.87	97.73	129.21	93.88	33.87	100.35	100.1	103.3	83.61	51.28
73.95	67.04	73.39	83.23	74.86	71.09	62.42	76.84	14.89	20.34	78.21	42.86	75.81	106.57	61.21	112.61	74.54	96.58	128.92	102.91	114.55	43.08	18.01	165.09	33.72	64.9	74.57	88.79	56.76	85.6	94.66	86.41	96.41	56.22	109.16	9.62	169.37	95.41	131.6	95.84	33.69	102.11	102.91	104.64	83.98	50.53
73.91	65.63	71.3	80.84	72.2	70.89	62.33	74.75	15.27	21.03	77.86	41.08	74.05	103.6	61.04	111.12	74.08	95.33	128.4	102.38	112.29	41.66	16.94	167.24	32.66	62.44	73.17	88.06	54.94	84.18	94.24	85.64	94.02	56.22	108.93	8.32	170.26	96.66	128.45	94.29	33.75	101.01	100.77	102.11	82.97	50.54
75.09	67.5	73.07	83.7	73.7	71.98	60.36	75.45	15.55	20.44	77.48	42.23	75.96	105.62	60.21	113.03	75.95	98.24	130.32	104.37	114.98	41.32	17.48	168.94	33.95	62.91	72.82	89.85	57.57	85.1	96.11	87.05	96.73	57.56	110.36	7.82	171.47	98.38	131	97.14	34.16	102.19	102.09	104.14	83.08	51.74
74.36	67.32	74.12	81.37	74.63	71.1	61.41	74.15	15.54	20.45	77.28	41.91	74.97	107.22	60.47	113.46	76.86	97.47	127.83	101.55	115.13	43.33	16.88	167.91	34.47	64	74.77	89.77	55.86	88.04	95.02	86.22	96.78	56.98	109.55	8.79	169.95	98.3	131.81	97.2	34.65	101.65	101.51	102.6	83.81	51.03
76.13	66.37	72.7	82.68	75.83	71.87	61.23	76.53	14.3	19.07	78.45	41.91	75.18	106.95	59.31	114.87	74.1	97.94	129.18	103.42	117.05	42.32	16.76	166.21	33.86	63.55	73.32	90.98	56.18	84.17	97.45	86.73	96.18	56.7	110.47	7.64	171.6	98.21	131.84	94.77	33.68	102.74	101.13	103.24	82.95	51.89
75.79	65.7	71.9	83.41	74.39	69.28	61.13	75.58	14.4	20.76	76.88	41.65	76.06	107.6	58.86	111.58	75.88	97.33	129.41	103.85	115.37	42.34	16.1	167.94	34.06	63.98	73.33	88.82	57.46	84.98	95.31	86.72	97	56.39	111.21	6.99	173.35	99.64	132.87	95.03	33.53	102.88	102.55	105.94	82.11	52.23
75.04	67.77	73.2	84.5	75.32	72.15	62.21	78.1	14.18	20.93	78.57	41.8	77.18	107.79	59.15	115.78	77.88	98.51	130.67	105.51	116.28	43.14	16.21	170.81	34.4	64.48	76.04	88.99	57.95	86.03	97.18	87.2	100.03	57.58	110.66	8.37	173.36	100.39	132.54	95.97	33.14	102.64	105.1	105.68	83.88	51.09
75.81	66.2	72.26	83.54	75.13	72.03	61.59	77.01	14.47	19.91	79.27	43.29	76.97	105.96	60.24	113.88	76.86	99.49	131.61	104.81	115.69	42.69	17.2	170.67	33.53	64	75.28	90.56	56.88	86.59	94.96	86.61	98.03	57.87	110.42	8.16	172.15	100.44	131.69	97.46	34.16	103.18	104.38	105.23	84.47	50.44
78.23	67.2	73.52	85.04	76.1	71.52	63.66	76.92	14.59	20.69	80.75	43.36	78.99	107.88	60.96	115.78	78.58	100.02	132.74	108.86	116.28	42.57	16.73	172.9	32.74	65.43	75.22	90.68	58.14	87.36	97.1	88.93	97.99	57.79	113.92	6.65	175.02	102.29	134.51	98.36	34.39	102.69	104.92	105.56	85.81	52.26
76.71	67.46	72.87	82.56	75.19	70.25	62.57	76.55	15.2	21.35	79.35	42.58	77.44	106.7	59.25	113.86	77.19	95.84	130.58	104.96	117.44	44.36	16.86	170.13	33.1	64	75.42	89.39	56.39	84.87	94.72	88	97.18	58.76	110.65	8.95	172.32	98.98	130.24	96.23	32.76	100.22	104.01	102.32	83.28	51.64
75.45	68.65	72.81	82.26	73.92	70.47	62.44	77.08	14.73	20.29	78.68	41.67	74.93	105.67	60.55	114.55	76.85	97.73	132.49	104.63	116.07	43.22	17.99	169.16	33.17	64.75	72.77	89.44	57.01	86.27	95.5	87.35	97.24	57.43	109.22	8.78	172.85	98.78	131.71	98.07	32.57	101.92	102.96	106.45	84.95	51.14
75.13	66.67	72.54	83.53	75.32	71.08	63.6	78.31	13.64	19.34	79.1	43.5	77.29	107.53	59.88	113.83	76.26	98.86	131.69	105.5	116.08	43.07	16.81	170.93	33.8	64.15	74.29	90.53	58.35	86.35	95.32	87.48	97.48	58.51	112.76	8.69	172.79	99.89	133.01	98.61	33.37	102.68	104.78	104.26	85.17	51.69
74.66	66.82	72.33	83.26	75.62	71.71	61.2	74.66	14.3	20.33	79.31	41.4	76.02	106.09	58.25	111.74	75.89	97.73	130.44	104.74	116.53	43.19	15.24	171.49	32.8	63.98	73.82	90.35	58.65	84.93	97.54	86.07	98.16	56.26	110.97	8.79	171.41	99.9	132.23	97.77	34.25	99.95	102.26	104.7	82.8	50.39
73.66	66.21	74.05	82.69	75.67	71.3	61.84	75.71	15.2	19.34	79.47	42.49	76.88	107.99	58.58	113.92	74.54	97.17	131.77	105.04	116.33	42.47	18.56	169.63	32.97	64.64	74.71	88.61	58.33	86.87	97.17	87.05	96.97	56.75	110.19	7.64	173.1	99.26	132.88	96.06	33.82	102.11	100.84	104.57	84.27	50.71
75.05	68.67	72.64	83.63	73.98	72.14	63.18	77.36	13.99	18.87	78.68	42.12	76.03	108.08	59.69	113.48	76.82	97.85	132.6	105.4	117.15	43.23	15.62	172.68	32.89	64.06	74.59	88.48	56.57	86.69	97.64	86.6	97.24	57.06	111.78	8.08	173.03	99.62	130.86	96.7	31.76	102.22	103.44	104.04	85.47	52.25
75.65	66.35	73.26	82.11	76.11	71.73	63.04	76.77	14.89	20.22	81.58	42.19	77.07	107.16	61.02	115.39	77.97	98.34	130.02	104.84	118.24	44	18.22	168.88	33.83	64.88	74.63	89.51	58.11	85.07	96.25	86.27	98.6	57.72	110.32	7.53	173.62	99.23	132.52	97.96	33.69	102.05	104.41	105.45	83.37	51.82
74.75	67.39	72.32	82.79	76.91	73.24	63.86	77.28	15.76	21.87	79.69	43.88	76.59	107.38	60.9	114.37	76.61	99.09	132.86	106.39	117.06	43.32	17.5	172.77	32.26	64.71	76.91	90.37	58.23	86.11	98.16	87.29	97.93	57.46	111.69	8.43	173.76	100.94	133.29	98.41	33.66	102.51	103.84	105.01	84.65	51.85
75.25	67.03	74.73	81.49	75.9	72.39	61.01	76.49	15.68	21.17	78.88	44.93	76.99	105.59	59.87	111.62	76.36	96.87	130.09	103.71	116.88	43.63	18.17	166.97	33.24	64.14	74.37	87.44	57.57	85.08	94.3	86.63	96.52	57.02	110.55	7.92	170.18	100.08	131.92	96.23	32.67	100.58	103.82	105.22	83.78	51.74
74.22	69.37	71.19	81.38	76.19	71.83	62.76	76.84	15.01	21.08	79.2	42.64	76.47	105.45	60.5	115.02	75.12	96.95	130.95	105.18	116.21	41.69	16.66	167.61	32.93	63.12	72.47	90.03	55.77	84.73	96.51	86.43	97.47	57.51	109.3	8.26	174.08	99.82	130.78	95.42	34.89	100.06	101.6	104.12	83.13	50.84
73.27	66.31	70.77	81.13	73.78	70.12	61.79	75.18	14.2	19.34	78.63	41.47	76.28	103.59	58.54	112.97	74	96.87	128.56	103.16	113.21	42.53	17.32	165.79	30.84	62.2	72.99	87.81	56.3	83.61	95.16	84.67	96.46	55.45	109.49	6.99	171.26	98.47	131.71	94.15	33.73	99.13	102.59	103.17	82.5	50.74
74.24	65.49	72.2	81.77	74.97	68.75	61.54	75.71	13.19	19.41	78.29	43.46	76.01	106.27	59.07	112.72	73.86	96.31	127.78	101.97	113.32	41.67	15.59	166.18	32.76	64.4	72.64	88.98	57.09	85.45	94.83	84.38	96.72	54.72	110	6.95	171.91	96.02	130.99	95.34	33.77	99.2	100.21	103.49	83.46	50.76
76.7	66.38	73.22	83.16	76.17	73.44	62.28	76.39	15.46	20.95	78.96	43.67	77.61	108.28	60.57	113.72	75.88	98.37	132.41	105.18	117.33	44.29	16.85	167.52	35.17	64.42	74.58	90.41	57.54	87.95	95.54	86.19	97.18	57.56	111.18	9.8	170.74	101.72	133.45	98.82	33.67	102.72	102.81	105.05	84.61	50.82
72.97	66.85	71.15	80.62	74.8	68.9	60.72	73.7	14.8	20.24	76.85	41.17	75.89	104.7	57.66	111.43	75.28	96.62	129.03	104.27	114.88	43.07	17.12	165.28	31.57	63.81	72.56	87.91	57.56	84.41	94.33	85.15	96.73	56.38	108.1	8.51	169.74	97.44	129.75	95.78	32.86	100.28	100.73	102.12	83.02	50.52
75.82	69.72	71.9	84.9	76.53	73.19	63.28	77.45	14.74	19.85	80.63	43.63	77.64	107.93	60.38	115.17	78.18	100.13	132.09	104.23	116.82	43.9	17.68	169.86	33.5	64.95	74.08	90.21	59.2	87.14	95.96	86.86	98.3	58.39	111.86	9.02	171.51	100.3	134.99	96.95	34.4	104.32	104.75	104.02	85.41	52.6
74.28	65.25	71.97	82.34	73.45	72.23	62.4	73.21	14.01	18.56	77.57	41.62	74.75	105.6	59.85	111.97	75.39	95.44	128.15	103.32	113.49	41.84	16.98	168.19	32.58	62.76	71.88	90.85	56.61	84.28	95.03	86.27	95.63	55.14	108.97	8.39	170.63	98.26	130.53	95.25	29.56	100.3	103.88	103.45	82.83	49.27
75.61	67.95	73.37	83.63	76.53	74.01	63.26	76.49	15.13	21.26	80.13	41.25	77.08	110.3	59.68	116.07	75.13	97.39	130.62	105.03	116.1	42.22	17.56	169.69	33.07	64.66	75.71	88.93	58.77	85.14	96.97	87.61	98.42	56.83	110.09	8.6	173.1	100.69	135.59	98.73	34.55	102.2	102.17	103.91	85.37	53.23
72.14	67.35	70.39	80.71	74.23	69.99	61.48	75.06	14.92	19.43	78.08	40.32	74.78	106.54	58.3	112.41	74.68	96.7	129.86	103.98	112.91	43.69	16.82	166.11	32.77	62.76	73.41	87.01	55.74	85.12	93.97	85.75	96.69	56.99	109.18	9.22	169.91	97.45	131.4	95.72	34.09	102.42	101.09	103.09	82.65	52.89
74.35	65.17	70.67	81.14	72.67	70.69	61.16	75.48	14.52	19.68	77.53	42.86	76.24	106.57	58.95	111.6	74.04	96.28	127.31	103.44	114.24	41.87	16.99	166.63	32.07	63.25	73.54	87.04	55.6	84.76	94.18	85.31	96.25	57.2	108.67	8.57	169.52	96.9	128.73	93.3	33	101.08	100.96	103.38	83.15	51.3
74.83	66.78	71.26	81.03	73.47	71.8	63.31	76.29	13.87	19.83	77.52	40.03	75.47	105.48	57.43	109.25	76.63	99.1	128.62	102.75	115.75	43.37	15.94	169.19	33.51	63.67	73.16	87.91	56.99	85.12	95.91	85.29	97.12	56.3	110.53	8.56	170.64	97.57	129.7	94	32.47	100.38	101.98	104.81	83.37	51.77
75.21	68.1	73.82	81.77	72.65	71.36	61.52	75.19	14.94	19.69	77.52	42.53	77.14	105.25	58.8	112.36	74.39	97.94	128.34	104.2	115.63	42.61	17.24	167.52	33.41	64.28	74.05	88.11	57.13	85.74	95.87	85.74	96.8	58.21	109.59	9.88	174.29	98.62	131.08	95.66	33.4	100.82	100.99	102.75	84.11	51.52
73.41	66.61	74.03	83.42	74.3	71.89	63.73	75.26	14.29	20.46	77.1	41.56	78.39	106.03	59.33	114.58	76.89	96.11	128.49	103.05	115.3	43.18	17.77	168.17	33.32	63.71	74.1	88.52	56.17	82.28	95.65	83.96	95.14	57.67	107.02	9.51	172.78	99.15	131.32	96.25	33.09	100.27	102.4	104.78	84.28	52.51
74.93	67.6	73.02	83.13	74.05	70.9	61.86	75.76	13.52	20.9	79.79	41.21	76.7	105.84	60.06	114.71	75.24	95.22	128.94	103.52	115.48	40.66	16.36	168.92	32.02	63.83	74.22	87.25	56.72	85.68	95.2	85.64	98.28	56.14	110.99	6.78	172.88	99.07	130.41	96.52	32.62	101.85	103.51	105.85	84.39	50.65
75.99	70.17	72.36	85.09	75.69	72.87	62.37	78.31	14.86	20.92	79.97	44.13	79.78	108.05	59.63	117.57	77.48	97.51	133.69	106.61	115.88	43.87	17.79	170.94	33.37	64.73	75.97	90.22	57.44	88.3	96.71	88.95	98.48	58.5	111.56	7.55	173.83	101.89	133.9	97.71	35.91	103.14	105.96	108.56	86.89	52.49
76.71	67.68	74.87	85.95	76.43	73.64	63.84	78.19	15.04	21.17	81.88	42.71	78.5	108.95	61.49	116.23	78.17	98.58	132.51	107.12	118.58	44.85	15.11	171.52	36.22	63.83	75.52	91.62	57.61	87.39	96.94	88.37	100.93	58.71	112.86	8.89	177.63	98.95	135.2	99.19	34.98	103.57	106.48	108.2	87.36	52.74
76.63	68.23	73.88	84.41	75.92	70.57	64.1	76.74	14.75	20.24	82.62	43.14	76.91	109.77	60.64	114.61	78.21	100.46	134.41	104.98	117.21	44.53	17.61	173.92	33.74	62.72	75.62	91.4	59.25	86.64	98.27	87.71	99.45	60.11	113.61	7.97	176.52	101.89	135.88	100.55	34.56	104.24	105.15	108.48	86.42	52.02
73.84	66.42	72.97	81.64	72.39	73.02	61.83	78.17	13.16	20.56	78.49	43.88	75.91	104.9	58.98	114.07	75.55	98.03	132.12	101.88	116.51	42.19	14.47	168.21	32.1	64.53	73.39	88.02	54.96	84.57	95.79	86.36	97.01	57.26	110.33	9.65	172.31	99.31	129.22	95.16	31.97	101.21	100.36	104.46	82.2	50.53
75.47	68.39	74	84.92	76.1	74.33	64.35	77.77	15.66	19.83	81.2	43.51	78.19	108.42	58.44	117.06	80.1	97.92	133.28	107.19	117.52	44.36	16.3	173.12	32.86	66.27	76.27	91.52	58.82	86.11	97.58	88.93	99.12	57.64	115.15	9.37	175.98	101.98	134.42	98.8	33.92	102.11	105.04	106.99	87.41	51.62
74.76	67.76	72.49	80.72	74.48	72.46	61.05	76.21	12.5	20.33	79.37	42.32	77.38	107.23	59.62	115.26	75.62	97.76	132.25	103.59	115.5	40.94	15.09	167.96	32.87	63.89	74.79	90.36	58.12	86.19	96.2	87.68	97.75	56.6	111.65	7.76	173.18	98.94	133.99	97.77	34.34	101.52	103.01	105.48	87.99	51.72
76.58	67.86	73.42	83.66	74.51	70.43	63.08	76.25	16.28	19.29	81.37	42.18	79.01	107.25	60.19	116.44	75.9	97.34	133.04	105.27	116.38	44.49	15.88	171.14	33.48	67.04	74.12	88.85	56.43	85.97	97.62	88.54	100.68	59.97	113.95	7.99	177.9	98.98	135.48	97.52	33.92	104.01	105.29	104.93	85.48	52.17
77.53	69.38	77.49	85.7	77.14	72.14	64.32	77.9	13.59	19.42	80.97	41.78	79.48	111	61.19	117.03	76.71	101.15	134.72	108.2	119.57	42.28	16.98	175.35	33.72	64.2	76	94.21	58.51	89.1	97.77	89.32	103.1	58.41	116.21	7.63	179.57	102.51	134.21	99.45	35.48	105.79	107.24	108.52	88.89	53.02
75.43	67.69	73.75	86.22	76.29	73	61.95	75.88	15.21	21.64	80.63	43.4	78.75	108.85	58.48	116.13	75.11	99.69	133.73	107.57	117.18	43.92	16.94	174.2	33.48	67.65	76.86	92.3	58.14	87.05	96.72	88.9	98.71	57.93	112.91	9.42	174.12	100.37	132.73	99.05	34.56	100.75	105.05	108.64	85.04	53.15
78.7	68.63	74.46	85.31	78.66	74.72	63.43	79.67	16.21	22.23	80.03	41.98	79.91	111.11	60.45	119.12	76.98	99.94	136.29	108.35	120.13	42.78	17.71	174.32	33.36	66.7	75.45	91.53	59.14	88.25	98.09	89.43	99.96	58.75	112.93	7.99	180.07	101.77	136.97	102.11	35.01	104.6	107.1	109.24	86.83	51.18
78.01	68.86	73.52	85.8	77.1	73.92	65.06	78.76	14.85	22.18	81.39	43.73	78.37	110.84	60.08	116.76	78.18	99.32	135.11	108.02	119.91	44.83	17.53	174.48	34.23	64.31	75.71	91.3	57.14	87.28	98.19	88.52	99.2	59.68	111.63	7.76	177.55	102.37	137.27	99.38	34.36	102.88	105.14	106.99	86.46	52.44
77.49	69.25	75.54	85.79	77.06	72.96	64.92	78.62	14.25	18.88	82.46	42.85	78.1	111.78	59.96	119.13	77.8	101.64	136.36	110.27	120.5	43.7	17.84	179.28	34.39	66.46	77.17	92.69	58.54	91.07	98.75	89.24	102.22	59.95	117.75	6.82	182.2	101.82	138.84	103.77	32.85	106.91	109.93	110.64	89.37	54.04
76.42	69.34	73.9	84.84	76.42	71.63	62.6	78.3	13.63	18.92	82.77	42.87	79.83	113.11	59.09	117.38	79.12	100.07	136	111.16	123.52	41.18	15.04	176.43	32.59	65.88	76.74	93.1	56.8	90.04	99.52	90.93	102.94	60.14	115.34	6.79	179.73	104.39	140.2	100.33	34.92	104.75	107.08	109.7	87.88	51.95
78.7	72.39	77.56	87.69	79.3	74.68	63.87	79.39	15.84	21.35	85.27	44.19	80.05	111.79	60.38	119.14	79.5	102.58	137.53	111.12	121.44	43.48	15.71	178.35	34.93	68.17	76.44	95.61	60.13	88.58	100.77	92.85	102.03	61.64	116.68	9.66	182.92	103.38	140.28	102.37	33.14	106.91	107.25	108.89	86.04	53.15
78.7	69.99	76.53	84.26	79.83	72.65	63.9	80.94	16.92	20.74	83.64	43.39	80.71	113.88	62.42	119.18	79	105.19	137.95	111.93	123.02	45.02	17.85	179.45	34.82	69.1	77.49	95.36	58.5	89.84	103.37	92.03	100.93	60.79	117.46	8.49	183.83	102.31	141.23	102.52	32.97	107.22	112.34	110.63	89.83	56.56
